,No of Bedrooms,No of Bathrooms,Lot Area (in Sqft),No of Floors,No_of_Times_Visited,Condition_of_the_House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),no_of_years(house sold),house_is,Zipcode_table_Zipcode_2,Zipcode_table_Zipcode_3,Zipcode_table_Zipcode_4,Zipcode_table_Zipcode_5,Zipcode_table_Zipcode_6,Zipcode_table_Zipcode_7,Zipcode_table_Zipcode_8,Zipcode_table_Zipcode_9,Zipcode_table_Zipcode_10,sale_price
19755,5,3.25,3873.0,2.0,0,2,8,1990.0,370,12,0,-122.299,1720.0,3071,5,1,0,1,0,0,0,0,0,0,0,569900.0
19756,4,2.0,9716.0,1.0,0,2,7,2340.0,0,9,0,-122.347,1180.0,13500,6,0,1,0,0,0,0,0,0,0,0,385000.0
19757,3,2.25,1075.0,3.0,0,2,8,1540.0,80,9,0,-122.026,1620.0,1237,5,0,0,0,0,0,1,0,0,0,0,420000.0
19758,3,3.25,3452.0,2.0,0,2,10,2890.0,1000,12,0,-122.323,2860.0,2199,5,1,0,0,0,0,0,0,1,0,0,806525.0
19759,4,3.5,5335.0,2.0,2,2,9,3140.0,450,12,0,-122.267,2100.0,6250,5,1,0,0,0,0,0,1,0,0,0,806525.0
19760,4,3.0,4460.0,2.0,0,2,7,1984.0,0,6,0,-122.211,2095.0,3402,5,0,0,0,0,0,0,0,0,0,0,292000.0
19761,3,2.25,1023.0,3.0,0,2,8,1640.0,0,4,0,-122.319,1720.0,1960,6,0,0,0,0,0,0,0,1,0,0,645000.0
19762,4,2.0,942.0,3.0,0,2,7,1350.0,0,10,0,-122.026,1390.0,942,6,0,0,0,0,0,1,0,0,0,0,304500.0
19763,4,3.5,5707.0,2.0,0,2,8,2000.0,730,7,0,-121.965,2430.0,5899,6,0,0,0,1,0,0,0,0,0,0,489500.0
19764,4,4.0,11063.0,3.0,0,2,10,4750.0,860,12,0,-122.065,4560.0,11063,6,1,0,0,0,0,0,0,1,0,0,806525.0
19765,2,1.0,1992.0,2.0,0,2,7,962.0,0,6,0,-122.313,1130.0,1992,6,0,0,0,0,0,0,1,0,0,0,390000.0
19766,4,3.5,4006.0,2.0,0,2,8,2350.0,690,5,0,-122.011,2050.0,4000,5,0,0,0,0,0,0,1,0,0,0,806525.0
19767,3,3.5,10578.0,2.0,1,2,9,2010.0,530,4,0,-122.192,3240.0,9831,6,0,0,0,0,0,0,0,1,0,0,719000.0
19768,4,2.5,4800.0,2.0,0,2,8,2240.0,0,4,0,-122.266,2240.0,5040,6,0,0,0,0,0,0,0,0,0,0,331210.0
19769,3,1.5,1270.0,2.0,0,2,7,1040.0,220,13,0,-122.331,1260.0,1472,5,1,0,1,0,0,0,0,0,0,0,245000.0
19770,5,4.0,7200.0,2.0,0,2,8,2410.0,800,7,0,-121.966,2750.0,7200,5,0,0,0,1,0,0,0,0,0,0,465000.0
19771,3,2.5,1171.0,3.0,4,2,8,1470.0,150,10,0,-122.355,1620.0,1505,5,0,0,0,0,0,1,0,0,0,0,580000.0
19772,3,2.0,1972.0,2.5,2,2,8,1180.0,400,11,0,-122.386,1500.0,1908,6,1,0,0,0,0,1,0,0,0,0,540000.0
19773,3,2.5,1250.0,3.0,0,2,7,1430.0,0,11,0,-122.342,1360.0,1269,5,1,0,0,0,0,1,0,0,0,0,399000.0
19774,4,2.5,5388.0,2.0,0,2,8,1850.0,0,9,0,-122.041,2140.0,5086,5,0,0,1,0,0,0,0,0,0,0,328000.0
19775,4,2.5,5314.0,2.0,0,2,10,3340.0,0,8,0,-121.885,3220.0,5500,6,0,0,0,0,1,0,0,0,0,0,701000.0
19776,3,2.75,4800.0,2.0,0,2,8,2670.0,0,4,0,-122.042,2340.0,5000,5,0,0,1,0,0,0,0,0,0,0,408000.0
19777,5,4.25,16200.0,2.0,2,2,10,4660.0,0,13,0,-122.216,3340.0,16200,6,1,0,0,0,0,0,0,0,0,1,806525.0
19778,3,2.5,930.0,2.0,0,2,8,1060.0,490,12,0,-122.314,1550.0,1301,5,1,0,0,0,1,0,0,0,0,0,445000.0
19779,4,2.5,6651.0,2.0,0,2,9,3470.0,0,13,0,-121.879,2730.0,6179,5,1,0,0,0,1,0,0,0,0,0,672500.0
19780,3,2.5,7014.0,2.0,0,2,8,3010.0,0,9,0,-122.149,3030.0,6180,5,0,0,0,0,1,0,0,0,0,0,538000.0
19781,5,3.5,9497.0,2.0,0,2,10,2650.0,1281,4,0,-122.386,3510.0,9497,5,0,0,0,0,0,0,0,0,0,0,450000.0
19782,3,2.5,2700.0,2.0,0,2,8,1800.0,0,7,0,-122.369,1380.0,1200,5,0,0,0,1,0,0,0,0,0,0,362500.0
19783,3,2.5,1551.0,3.0,0,2,8,1570.0,0,10,0,-122.341,1570.0,1705,5,0,0,0,0,0,1,0,0,0,0,414950.0
19784,3,2.5,3939.0,2.0,0,2,8,2230.0,0,4,0,-122.335,2230.0,4200,6,0,0,1,0,0,0,0,0,0,0,679950.0
19785,4,2.5,7292.0,2.0,0,2,8,2423.0,0,13,0,-122.37,2495.0,7489,5,1,0,0,0,0,0,0,0,0,0,290000.0
19786,3,2.0,1174.0,2.0,0,2,7,790.0,370,11,0,-122.357,1160.0,994,5,1,1,0,0,0,0,0,0,0,0,230000.0
19787,2,2.0,4666.0,1.0,0,2,8,1440.0,0,8,0,-122.019,1510.0,4595,6,0,0,0,0,0,0,1,0,0,0,439950.0
19788,4,2.5,3723.0,2.0,0,2,8,2052.0,0,4,0,-122.295,2052.0,5250,5,0,1,0,0,0,0,0,0,0,0,349900.0
19789,5,2.5,9272.0,2.0,0,2,8,2780.0,0,4,0,-122.378,1150.0,8460,5,0,0,0,1,0,0,0,0,0,0,550000.0
19790,4,4.25,5750.0,2.0,2,2,9,2960.0,760,12,0,-122.399,2550.0,5750,6,1,0,0,0,0,1,0,0,0,0,806525.0
19791,2,2.25,1851.0,2.0,0,2,9,1180.0,280,4,0,-122.362,1800.0,4269,6,0,0,0,0,0,0,0,1,0,0,655000.0
19792,3,3.5,1540.0,2.0,0,2,8,1100.0,270,12,0,-122.388,1370.0,915,5,1,0,0,0,0,1,0,0,0,0,385000.0
19793,6,4.5,6110.0,2.0,0,2,9,2510.0,1090,6,0,-122.291,1360.0,5800,6,0,0,1,0,0,0,0,0,0,0,729999.0
19794,3,2.25,1282.0,3.0,0,2,8,1420.0,0,12,0,-122.346,1530.0,1280,5,1,0,0,0,0,1,0,0,0,0,523950.0
19795,2,2.5,895.0,2.0,0,2,8,670.0,310,9,0,-122.386,980.0,899,5,0,0,0,0,0,1,0,0,0,0,369000.0
19796,3,2.5,2700.0,2.0,0,2,8,1790.0,0,8,0,-122.093,1890.0,3078,5,0,0,0,0,0,1,0,0,0,0,509900.0
19797,3,2.5,5399.0,2.0,0,2,7,2010.0,0,12,0,-122.052,2280.0,5141,5,1,1,0,0,0,0,0,0,0,0,282000.0
19798,3,2.5,4200.0,2.0,0,2,8,2370.0,0,4,0,-122.018,2370.0,4200,5,0,0,1,0,0,0,0,0,0,0,387865.0
19799,4,2.5,6238.0,2.0,0,2,8,2560.0,0,11,0,-122.255,2560.0,6240,5,1,1,0,0,0,0,0,0,0,0,385000.0
19800,3,2.5,6224.0,2.0,0,2,7,1900.0,0,13,0,-122.004,2260.0,5450,5,1,0,0,0,0,0,0,0,1,0,536000.0
19801,2,2.25,1493.0,2.0,0,2,8,1050.0,300,11,0,-122.388,1250.0,1202,5,1,0,0,0,0,1,0,0,0,0,395000.0
19802,4,2.75,6717.0,2.0,0,2,10,2650.0,0,4,0,-122.171,2740.0,7923,5,0,0,0,1,0,0,0,0,0,0,545000.0
19803,4,2.5,7035.0,2.0,4,2,9,3020.0,0,17,0,-121.874,3020.0,6771,6,1,0,0,0,1,0,0,0,0,0,715000.0
19804,3,2.5,2255.0,2.0,0,2,7,1500.0,0,13,0,-121.997,1440.0,2040,5,1,0,0,0,0,0,1,0,0,0,348000.0
19805,3,1.75,1014.0,3.0,0,2,9,1320.0,0,3,0,-122.305,1380.0,1495,5,0,0,0,0,0,0,1,0,0,0,455000.0
19806,4,2.75,7644.0,2.0,0,2,10,3120.0,0,8,0,-121.884,2980.0,6050,5,0,0,0,0,1,0,0,0,0,0,575000.0
19807,3,2.25,1270.0,3.0,0,2,7,1540.0,0,4,0,-122.341,1230.0,1454,5,0,0,0,0,0,1,0,0,0,0,449950.0
19808,3,2.5,2790.0,2.0,0,2,8,1800.0,0,7,0,-122.371,1580.0,2036,5,0,0,0,1,0,0,0,0,0,0,364000.0
19809,4,2.5,6389.0,2.0,0,2,9,3640.0,0,4,0,-122.123,3570.0,6303,5,0,0,0,0,0,0,1,0,0,0,806525.0
19810,3,2.5,4153.0,2.0,0,2,9,2440.0,0,15,0,-122.087,2030.0,4143,5,1,0,0,0,0,0,1,0,0,0,710000.0
19811,4,4.0,7314.0,2.0,0,2,9,3970.0,0,4,0,-122.056,3560.0,5258,6,0,0,0,0,0,0,0,1,0,0,806525.0
19812,3,2.5,4200.0,2.0,0,2,8,2060.0,0,4,0,-122.017,2370.0,4200,5,0,0,1,0,0,0,0,0,0,0,326989.0
19813,3,2.5,4600.0,2.0,0,2,8,2538.0,0,5,0,-122.196,2570.0,4800,5,0,1,0,0,0,0,0,0,0,0,335606.0
19814,5,4.5,8076.0,2.0,0,2,10,3400.0,870,11,0,-122.206,4100.0,10631,5,1,0,0,0,0,0,0,1,0,0,806525.0
19815,3,2.5,3150.0,2.0,0,2,7,1320.0,0,13,0,-122.282,1390.0,1725,5,1,0,1,0,0,0,0,0,0,0,299950.0
19816,4,2.75,5700.0,2.0,0,2,10,3340.0,0,5,0,-122.146,3340.0,6940,5,0,0,0,0,1,0,0,0,0,0,806525.0
19817,2,2.5,1679.0,2.0,0,2,8,1590.0,0,6,0,-122.011,1590.0,1680,5,0,0,0,0,0,0,1,0,0,0,395825.0
19818,5,2.75,4500.0,2.0,0,2,8,2710.0,0,4,0,-122.062,2710.0,4626,5,0,0,1,0,0,0,0,0,0,0,419354.0
19819,4,2.75,7258.0,2.0,1,2,10,3140.0,0,12,0,-122.232,2990.0,13600,5,1,0,0,0,1,0,0,0,0,0,806525.0
19820,3,2.25,1028.0,2.0,0,2,7,1300.0,145,13,0,-122.067,1445.0,1377,5,1,0,0,0,0,1,0,0,0,0,366000.0
19821,4,2.5,5000.0,2.0,0,2,7,2430.0,0,9,0,-121.873,2430.0,5441,5,0,0,0,0,1,0,0,0,0,0,480000.0
19822,3,3.25,915.0,2.0,0,2,8,1100.0,270,12,0,-122.388,1370.0,1146,5,1,0,0,0,0,1,0,0,0,0,388000.0
19823,4,3.5,9520.0,2.0,0,2,10,3610.0,1440,11,0,-122.209,2430.0,9248,6,1,0,0,0,0,0,0,0,0,1,806525.0
19824,3,2.5,1290.0,2.0,0,2,9,1240.0,620,8,0,-122.301,1710.0,1525,6,0,0,0,0,0,0,1,0,0,0,730000.0
19825,5,3.75,6000.0,2.0,2,2,10,3570.0,1760,12,0,-122.073,4420.0,5797,5,1,0,0,0,0,1,0,0,0,0,806525.0
19826,3,3.25,2171.0,2.0,0,2,7,1400.0,310,4,0,-122.368,1380.0,1300,5,0,1,0,0,0,0,0,0,0,0,358990.0
19827,4,2.5,4120.0,2.0,0,2,8,2650.0,0,4,0,-122.34,2030.0,3768,5,0,1,0,0,0,0,0,0,0,0,398651.0
19828,4,2.5,7891.0,2.0,0,2,9,2590.0,0,12,0,-122.194,1400.0,7891,5,1,0,0,1,0,0,0,0,0,0,530000.0
19829,4,2.5,5562.0,2.0,0,2,9,2610.0,0,5,0,-122.169,2720.0,7400,5,0,0,0,1,0,0,0,0,0,0,610360.0
19830,3,2.5,1235.0,3.0,0,2,8,1600.0,170,11,0,-122.342,1680.0,1203,5,1,0,0,0,0,1,0,0,0,0,436110.0
19831,4,2.75,8014.0,2.0,0,2,10,3730.0,0,6,0,-122.059,3670.0,8279,5,0,0,0,0,0,0,0,1,0,0,806525.0
19832,4,2.5,5244.0,2.0,0,2,9,2420.0,0,11,0,-122.35,1400.0,5250,6,1,0,0,1,0,0,0,0,0,0,449950.0
19833,4,2.5,7399.0,2.0,0,2,9,3330.0,0,9,0,-122.153,2640.0,8601,5,0,0,0,0,0,0,1,0,0,0,760000.0
19834,3,2.25,3481.0,2.0,0,2,8,1910.0,0,9,0,-122.188,1714.0,3177,5,0,1,0,0,0,0,0,0,0,0,293000.0
19835,2,2.5,7665.0,1.0,2,2,8,2170.0,0,5,0,-122.019,2300.0,7100,6,0,0,0,0,0,0,1,0,0,0,695000.0
19836,3,2.5,5136.0,2.0,0,2,7,2437.0,0,7,0,-122.21,2437.0,4614,5,0,0,0,0,0,0,0,0,0,0,285000.0
19837,5,4.0,12042.0,2.0,0,2,10,4180.0,0,4,0,-122.014,1800.0,6052,5,0,0,0,0,0,0,0,0,1,0,806525.0
19838,3,2.5,2791.0,2.0,0,2,8,1800.0,0,7,0,-122.371,1580.0,2617,5,0,0,0,1,0,0,0,0,0,0,379900.0
19839,5,2.5,7412.0,2.0,0,2,8,2570.0,0,12,0,-121.957,2890.0,8056,6,1,0,0,1,0,0,0,0,0,0,472000.0
19840,4,2.5,5195.0,2.0,0,2,7,2090.0,0,11,0,-122.166,2090.0,5236,5,1,1,0,0,0,0,0,0,0,0,300000.0
19841,4,2.5,3960.0,2.0,0,2,7,2789.0,0,11,0,-122.28,2547.0,3960,5,1,0,0,0,0,0,0,0,0,0,272000.0
19842,4,2.5,5893.0,2.0,0,2,9,2906.0,0,4,0,-122.192,2680.0,4950,5,0,1,0,0,0,0,0,0,0,0,418395.0
19843,5,2.5,6405.0,2.0,0,2,7,2550.0,0,10,0,-121.869,2190.0,5900,5,0,0,0,0,1,0,0,0,0,0,465000.0
19844,4,2.75,9400.0,2.0,0,2,9,3550.0,0,4,0,-122.131,3550.0,9421,5,0,0,0,0,1,0,0,0,0,0,659950.0
19845,3,2.25,926.0,3.0,0,2,8,1590.0,0,4,0,-122.387,1640.0,1321,6,0,0,0,0,0,1,0,0,0,0,484950.0
19846,3,2.25,1968.0,2.0,0,2,7,1160.0,790,39,0,-122.195,1950.0,1968,6,1,0,0,1,0,0,0,0,0,0,359000.0
19847,4,2.5,4500.0,2.0,0,2,8,3250.0,0,9,0,-122.149,3030.0,4518,5,0,0,0,0,1,0,0,0,0,0,519000.0
19848,5,4.5,14685.0,2.0,0,2,10,4590.0,0,9,0,-122.2,3030.0,9486,5,0,0,0,0,0,0,0,1,0,0,806525.0
19849,4,2.75,7201.0,2.0,0,2,9,3070.0,0,12,0,-122.147,2880.0,8364,5,1,0,0,0,1,0,0,0,0,0,535000.0
19850,4,3.25,7644.0,2.0,0,2,8,2830.0,200,12,0,-121.881,3400.0,6908,6,1,0,0,0,1,0,0,0,0,0,622950.0
19851,3,2.5,5845.0,2.0,0,2,8,2610.0,0,13,0,-122.142,2810.0,5000,5,1,0,0,0,1,0,0,0,0,0,515000.0
19852,4,3.5,6202.0,2.0,0,2,7,3150.0,0,13,0,-122.162,2950.0,5940,5,1,1,0,0,0,0,0,0,0,0,330000.0
19853,3,1.5,983.0,3.0,0,2,8,1240.0,0,9,0,-122.353,1240.0,1026,6,0,0,1,0,0,0,0,0,0,0,318000.0
19854,3,2.5,2801.0,2.0,0,2,7,1680.0,0,7,0,-122.181,1920.0,2723,5,0,0,0,0,1,0,0,0,0,0,439000.0
19855,3,2.5,5279.0,2.0,0,2,8,2220.0,0,12,0,-122.387,1610.0,5297,6,1,1,0,0,0,0,0,0,0,0,540000.0
19856,4,3.25,12727.0,2.0,0,2,10,4800.0,0,7,0,-122.134,4750.0,13602,5,0,0,0,0,1,0,0,0,0,0,806525.0
19857,4,2.5,4699.0,2.0,0,2,9,3100.0,0,8,0,-122.023,2450.0,5130,6,0,0,1,0,0,0,0,0,0,0,435000.0
19858,4,4.0,89651.0,2.0,0,2,10,7850.0,0,12,0,-121.982,6210.0,95832,6,1,0,0,0,0,1,0,0,0,0,806525.0
19859,4,2.75,5625.0,2.0,0,2,10,3590.0,0,6,0,-122.133,3590.0,5625,5,0,0,0,0,0,0,1,0,0,0,806525.0
19860,4,2.0,942.0,3.0,0,2,7,1590.0,0,10,0,-122.026,1390.0,942,6,0,0,0,0,0,1,0,0,0,0,293467.0
19861,3,2.5,4800.0,2.0,0,2,8,2242.0,0,5,0,-122.2,2009.0,4800,6,0,1,0,0,0,0,0,0,0,0,328000.0
19862,3,3.5,3582.0,2.0,0,2,8,1720.0,770,13,0,-122.067,1445.0,1590,5,1,0,0,0,0,1,0,0,0,0,550000.0
19863,3,2.0,1442.0,3.0,0,2,9,1530.0,0,3,0,-122.372,1620.0,1456,6,0,0,0,0,0,1,0,0,0,0,649000.0
19864,4,2.5,3143.0,2.0,0,2,7,2150.0,0,8,0,-122.154,2640.0,3200,5,0,0,0,0,1,0,0,0,0,0,435000.0
19865,3,2.5,4800.0,2.0,0,2,10,2440.0,0,4,0,-122.365,1180.0,5480,5,0,1,0,0,0,0,0,0,0,0,625000.0
19866,3,1.5,1483.0,3.0,0,2,8,1270.0,0,11,0,-122.317,1270.0,1413,6,1,0,0,0,0,0,1,0,0,0,415000.0
19867,3,2.25,4706.0,2.0,0,2,7,1450.0,0,9,0,-122.232,1490.0,4667,5,0,0,0,1,0,0,0,0,0,0,400000.0
19868,3,2.5,4047.0,3.0,0,2,10,2690.0,0,4,0,-122.385,2040.0,5000,5,0,0,0,0,0,1,0,0,0,0,806525.0
19869,4,2.5,4831.0,2.0,0,2,7,2755.0,0,15,0,-122.039,2510.0,4831,6,1,0,0,0,0,0,1,0,0,0,625250.0
19870,4,3.5,3474.0,2.0,0,2,8,2230.0,420,7,0,-122.046,2330.0,3474,5,0,0,0,0,0,1,0,0,0,0,665000.0
19871,3,3.25,3075.0,2.0,0,2,8,1730.0,580,13,0,-122.383,2310.0,3075,5,1,0,0,0,0,1,0,0,0,0,589500.0
19872,2,3.0,1452.0,2.0,0,2,8,1140.0,320,11,0,-122.39,1460.0,1452,6,1,0,0,0,0,1,0,0,0,0,437000.0
19873,3,1.0,9000.0,1.0,0,3,7,1400.0,0,59,0,-122.145,1440.0,8400,5,2,0,0,0,1,0,0,0,0,0,320000.0
19874,3,2.5,7475.0,2.0,0,2,8,2196.0,0,12,0,-122.204,1860.0,6755,6,1,1,0,0,0,0,0,0,0,0,333500.0
19875,3,2.25,2750.0,2.0,0,2,8,1680.0,340,10,0,-122.297,1720.0,1546,5,0,0,1,0,0,0,0,0,0,0,430000.0
19876,5,4.5,8465.0,2.0,0,2,10,4280.0,0,4,0,-122.165,2990.0,11067,5,0,0,0,0,1,0,0,0,0,0,806525.0
19877,3,3.0,5002.0,2.0,0,2,8,2340.0,0,5,0,-121.773,2790.0,5375,5,0,0,0,1,0,0,0,0,0,0,427874.0
19878,4,2.5,4228.0,2.0,0,2,8,2220.0,0,4,0,-122.341,2220.0,4157,5,0,1,0,0,0,0,0,0,0,0,334990.0
19879,4,4.0,5940.0,2.0,0,2,10,3410.0,1010,12,0,-122.072,4510.0,5797,6,1,0,0,0,0,1,0,0,0,0,806525.0
19880,3,2.0,4961.0,2.0,0,2,7,1580.0,0,12,0,-122.053,2280.0,5000,6,1,1,0,0,0,0,0,0,0,0,210000.0
19881,4,2.75,6558.0,2.0,0,2,9,3550.0,0,5,0,-122.115,3140.0,5617,6,0,0,0,0,0,0,1,0,0,0,806525.0
19882,2,1.75,851.0,3.0,0,2,8,1420.0,90,5,0,-122.358,1300.0,1338,6,0,0,0,0,0,1,0,0,0,0,622500.0
19883,3,3.5,1419.0,2.0,0,2,8,1040.0,320,11,0,-122.371,1560.0,1977,5,1,0,0,0,0,1,0,0,0,0,515000.0
19884,3,2.5,13590.0,2.0,0,2,8,2040.0,0,9,0,-122.04,1850.0,12485,6,0,1,0,0,0,0,0,0,0,0,350000.0
19885,1,1.5,912.0,3.0,0,2,7,1120.0,0,7,0,-122.299,1380.0,3200,5,0,0,0,0,1,0,0,0,0,0,310000.0
19886,4,3.5,5099.0,2.0,0,2,9,3390.0,1100,12,0,-121.861,4290.0,5537,5,1,0,0,0,1,0,0,0,0,0,700000.0
19887,4,2.5,6786.0,2.0,0,2,9,2930.0,630,4,0,-122.071,3560.0,5886,5,0,0,0,0,0,0,0,0,1,0,806525.0
19888,2,2.5,5760.0,1.0,0,2,8,2150.0,0,8,0,-122.018,1640.0,4680,5,0,0,0,0,0,0,1,0,0,0,741500.0
19889,3,2.5,5088.0,2.0,0,2,8,1840.0,290,7,0,-121.976,2130.0,5762,5,0,0,0,1,0,0,0,0,0,0,395000.0
19890,5,2.75,6370.0,2.0,0,2,8,2990.0,0,4,0,-122.154,2730.0,5740,6,0,0,0,0,1,0,0,0,0,0,559950.0
19891,4,2.5,8000.0,2.0,0,2,7,1847.0,0,10,0,-122.257,1847.0,8000,5,0,0,0,0,0,0,0,0,0,0,215000.0
19892,4,2.5,7227.0,2.0,0,2,9,2610.0,0,7,0,-122.023,2630.0,7421,6,0,0,0,1,0,0,0,0,0,0,390000.0
19893,3,2.25,107157.0,1.0,0,2,7,1670.0,0,11,0,-122.009,3310.0,108900,6,1,1,0,0,0,0,0,0,0,0,425000.0
19894,3,2.5,415126.0,2.0,0,2,7,1860.0,0,12,0,-122.005,2070.0,54014,6,1,0,1,0,0,0,0,0,0,0,472000.0
19895,4,3.5,9776.0,2.0,0,2,10,3440.0,0,12,0,-122.216,2400.0,11000,6,1,0,0,0,0,0,0,0,0,1,806525.0
19896,4,3.5,9364.0,2.0,0,2,10,3510.0,0,17,0,-121.876,3510.0,9161,5,1,0,0,0,1,0,0,0,0,0,695000.0
19897,3,2.5,1279.0,3.0,0,2,8,1740.0,0,10,0,-122.387,1740.0,1280,6,0,0,0,0,0,1,0,0,0,0,545000.0
19898,4,2.5,5500.0,2.0,0,2,8,2240.0,0,5,0,-122.169,700.0,5500,5,0,0,0,1,0,0,0,0,0,0,389950.0
19899,3,2.25,1485.0,3.0,0,2,8,1550.0,0,7,0,-122.346,1550.0,1480,6,0,0,0,0,0,1,0,0,0,0,380000.0
19900,4,2.0,745.0,3.0,0,2,7,1390.0,0,10,0,-122.026,1390.0,942,5,0,0,0,0,0,1,0,0,0,0,288790.0
19901,3,3.0,6000.0,2.0,0,2,8,2500.0,0,6,0,-122.161,2130.0,6000,6,0,0,1,0,0,0,0,0,0,0,432500.0
19902,3,3.5,3326.0,2.0,0,2,8,1650.0,1060,13,0,-122.073,2280.0,2738,5,1,0,0,0,0,1,0,0,0,0,615000.0
19903,3,2.5,3012.0,2.0,0,2,9,1720.0,0,7,0,-122.334,1720.0,7658,5,0,0,1,0,0,0,0,0,0,0,500000.0
19904,3,2.25,1146.0,3.0,0,2,9,1760.0,0,4,0,-122.304,1346.0,3472,5,0,0,0,0,0,0,1,0,0,0,615000.0
19905,4,2.25,8196.0,1.0,0,3,7,1150.0,1120,55,0,-122.227,1920.0,10122,5,2,0,0,0,1,0,0,0,0,0,500000.0
19906,3,3.5,1765.0,2.0,0,2,8,1370.0,320,12,0,-122.34,1690.0,1694,5,1,0,0,0,0,1,0,0,0,0,622000.0
19907,5,3.5,9234.0,2.0,0,2,9,4000.0,0,3,0,-121.887,3690.0,6600,6,0,0,0,0,1,0,0,0,0,0,802945.0
19908,4,2.5,9003.0,2.0,0,2,10,2880.0,0,10,0,-122.199,2640.0,8126,5,0,0,0,0,0,0,0,1,0,0,806525.0
19909,3,2.5,1531.0,3.0,0,2,8,1480.0,0,4,0,-122.402,1530.0,1321,6,0,0,0,0,0,1,0,0,0,0,598950.0
19910,3,2.5,4949.0,2.0,0,2,7,1950.0,0,9,0,-121.87,2200.0,5740,6,0,0,0,0,1,0,0,0,0,0,430000.0
19911,4,2.75,5150.0,2.0,0,2,9,2700.0,0,9,0,-121.874,2700.0,5747,5,0,0,0,0,1,0,0,0,0,0,515000.0
19912,2,3.0,3917.0,2.0,0,2,10,1500.0,710,10,0,-122.291,1720.0,3933,5,0,0,0,0,0,0,1,0,0,0,806525.0
19913,4,3.5,3692.0,2.5,0,2,8,2370.0,0,5,0,-122.17,2520.0,5425,5,0,0,0,1,0,0,0,0,0,0,400000.0
19914,3,2.5,1254.0,2.0,0,2,7,850.0,460,11,0,-122.384,1310.0,1372,6,1,0,0,0,0,1,0,0,0,0,390000.0
19915,3,2.5,4293.0,2.0,0,2,7,2410.0,0,11,0,-121.869,2190.0,5900,5,1,0,0,0,1,0,0,0,0,0,450000.0
19916,5,1.5,5402.0,2.0,0,2,9,3360.0,0,4,0,-122.053,3360.0,5415,5,0,0,0,0,0,0,0,1,0,0,804995.0
19917,4,3.25,4155.0,2.0,0,2,8,2350.0,690,5,0,-122.012,2680.0,4000,6,0,0,0,0,0,0,1,0,0,0,806525.0
19918,4,2.25,6355.0,2.0,0,2,7,2140.0,0,16,0,-121.88,2480.0,5746,5,1,0,0,0,1,0,0,0,0,0,435000.0
19919,3,2.5,1715.0,2.0,0,2,7,1240.0,480,14,0,-122.384,1610.0,1626,5,1,0,0,0,0,1,0,0,0,0,398000.0
19920,4,2.5,3960.0,2.0,0,2,9,2658.0,0,4,0,-122.194,2578.0,4200,5,0,1,0,0,0,0,0,0,0,0,411605.0
19921,3,3.25,983.0,2.0,0,2,8,1180.0,300,5,0,-122.363,1330.0,1062,5,0,1,0,0,0,0,0,0,0,0,315000.0
19922,2,2.0,1209.0,3.0,0,2,8,1350.0,0,5,0,-122.383,1310.0,982,5,0,0,0,0,0,0,0,1,0,0,455000.0
19923,3,2.5,1194.0,2.0,0,2,8,1020.0,130,12,0,-122.365,1450.0,1714,6,1,0,0,0,0,1,0,0,0,0,452950.0
19924,3,1.75,1468.0,2.0,0,2,8,1380.0,310,10,0,-122.297,1690.0,1936,5,0,0,1,0,0,0,0,0,0,0,380000.0
19925,2,1.75,1916.0,2.0,0,2,8,1270.0,0,6,0,-122.294,1140.0,1916,5,0,0,1,0,0,0,0,0,0,0,340000.0
19926,3,2.5,5080.0,2.0,0,2,8,2655.0,0,5,0,-122.348,2879.0,5232,5,0,0,0,0,0,0,0,0,0,0,409950.0
19927,2,1.0,1165.0,2.0,0,2,8,880.0,0,13,0,-122.297,1640.0,3825,6,1,0,0,0,0,0,1,0,0,0,360000.0
19928,4,4.25,7757.0,2.0,0,2,10,3855.0,790,12,0,-122.29,2150.0,6970,6,1,0,0,0,0,0,0,0,1,0,806525.0
19929,3,1.5,1443.0,3.0,0,2,8,1270.0,0,11,0,-122.317,1270.0,1413,5,1,0,0,0,0,0,1,0,0,0,440000.0
19930,2,1.75,95950.0,1.0,3,2,9,1728.0,0,6,0,-122.443,1720.0,35735,5,0,0,0,0,1,0,0,0,0,0,730000.0
19931,3,2.25,7221.0,1.0,0,2,8,1950.0,0,12,0,-122.285,2310.0,8125,5,1,0,0,0,0,0,0,0,0,0,408000.0
19932,4,2.5,3862.0,3.0,0,2,8,3170.0,0,10,0,-122.145,2840.0,4181,5,0,0,0,0,1,0,0,0,0,0,806525.0
19933,2,2.5,1244.0,2.0,0,2,7,963.0,270,11,0,-122.381,1230.0,1300,5,1,0,0,0,0,1,0,0,0,0,360000.0
19934,3,2.5,4600.0,2.0,0,2,8,2570.0,0,4,0,-122.196,2570.0,5000,5,0,1,0,0,0,0,0,0,0,0,339990.0
19935,3,2.0,1020.0,3.0,0,2,8,1560.0,0,4,0,-122.304,1560.0,1728,5,0,0,0,0,0,0,1,0,0,0,515000.0
19936,3,1.75,1166.0,2.0,0,2,8,1020.0,610,5,0,-122.367,1420.0,1670,6,0,0,0,0,0,1,0,0,0,0,541000.0
